titulo,localizacion,precio,baños,habitabiones,metros_construidos,estrato,parqueadero,gas_natural,conina_integral,cuarto_servicio,balcon,patio,seguridad_privada,jardin,closet,cocina_amoblada,aire_acondicionado,vista_panoramica,piscina,bodega,area_infantil,jacuzzi,gimnacio,bbq,agua,electricidad,cuarto_de_oficina,alarma,cancha_tenis,terraza,internet,tanque_de_de_agua,permite_ninos,solo_familias,sauna,estudio,conserje,caseta_vigilancia
Casa en venta en Manga,Manga,950000000,4.0,5.0,187.0,4.0,0,0,1,0,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Almendros,Los Almendros,400000000,3.0,4.0,172.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Diego,San Diego,7981299962,6.0,8.0,500.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,2200000000,7.0,7.0,360.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,600000000,3.0,7.0,105.0,4.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Jose Obrero,Jose Obrero,1400000000,5.0,12.0,318.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,890000000,8.0,9.0,400.0,5.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Getsemaní,Getsemaní,5985974972,7.0,5.0,385.0,6.0,0,0,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Alpes,Los Alpes,260000000,2.0,4.0,54.0,4.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Centro,Centro,5000000000,8.0,7.0,300.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1200000000,3.0,3.0,222.0,5.0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Amador,Amador,730000000,5.0,4.0,205.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Amador,Amador,1800000000,3.0,6.0,320.0,5.0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
Casa en venta en Villa Estrella,Villa Estrella,230000000,2.0,4.0,140.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Marbella,Marbella,935000000,2.0,2.0,110.0,5.0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Centro,Centro,6450000000,4.0,4.0,440.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Urbanización La Espanola,Urbanización La Espanola,590000000,2.0,3.0,112.0,4.0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1700000000,3.0,6.0,300.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Ciudadela 11 de Noviembre,Ciudadela 11 de Noviembre,1100000000,2.0,3.0,327.0,5.0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,900000000,3.0,3.0,110.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Campestre,El Campestre,299000000,2.0,5.0,160.0,3.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alameda La Victoria,Alameda La Victoria,380000000,3.0,3.0,150.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1600000000,3.0,3.0,196.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Lucía,Santa Lucía,1500000000,3.0,7.0,400.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Lucía,Santa Lucía,1000000000,3.0,4.0,200.0,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Cabrero,El Cabrero,3200000000,8.0,8.0,347.0,5.0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Canapote,Canapote,490000000,4.0,3.0,180.0,3.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,5500000000,6.0,7.0,980.0,5.0,1,1,0,1,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,680000000,4.0,3.0,241.0,5.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Caracoles,Los Caracoles,165000000,2.0,3.0,81.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Socorro,El Socorro,1300000000,4.0,3.0,364.0,4.0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,400000000,3.0,3.0,170.0,4.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Castellana,La Castellana,450000000,4.0,4.0,164.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Castillo Grande,Castillo Grande,2700000000,4.0,4.0,329.0,6.0,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,500000000,3.0,6.0,162.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,700000000,4.0,4.0,205.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Beirut 1,Beirut 1,340000000,4.0,4.0,190.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,660000000,3.0,3.0,200.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,950000000,3.0,4.0,196.0,6.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Las Delicias,Las Delicias,390000000,3.0,4.0,150.0,3.0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Pedro,San Pedro,1500000000,6.0,12.0,432.0,3.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Socorro,El Socorro,380000000,3.0,4.0,115.0,4.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,6900000000,9.0,20.0,856.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Lucía,Santa Lucía,1400000000,4.0,3.0,408.0,4.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Almirante Colon,Almirante Colon,450000000,2.0,5.0,84.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Castillo Grande,Castillo Grande,2200000000,4.0,3.0,280.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,2580000000,3.0,5.0,387.0,5.0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,480000000,3.0,3.0,200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Lucía,Santa Lucía,520000000,6.0,5.0,205.0,4.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,700000000,4.0,4.0,300.0,5.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,1500000000,2.0,3.0,750.0,3.0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Centro,Centro,1500000000,4.0,3.0,602.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en 11 de Noviembre,11 de Noviembre,260000000,3.0,6.0,128.0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Concepción,La Concepción,800000000,5.0,5.0,190.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Almirante Colon,Almirante Colon,390000000,3.0,5.0,174.0,3.0,1,0,1,0,1,1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Casa en venta en Campestre,Campestre,415000000,2.0,4.0,216.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Castillo Grande,Castillo Grande,2400000000,4.0,4.0,428.0,6.0,1,1,1,1,1,0,1,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1000000000,3.0,4.0,222.0,5.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Camaguey,Camaguey,390000000,2.0,3.0,78.0,3.0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,520000000,2.0,4.0,100.0,4.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1400000000,5.0,4.0,300.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Quinta,La Quinta,1800000000,5.0,6.0,420.0,5.0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
